from,to,lineId,lineCode,mode,authority,travelTimeSec,tripsInFeed,tripsOn2025_11_17,distance_m,speed_m_s,speed_km_h,tripsPerDay
NSR:Quay:109117,NSR:Quay:7384,RUT:Line:3130,130N,bus,Ruter,120.0,14,0,219.09798320744375,1.8258165267286979,6.572939496223312,0.0
NSR:Quay:7384,NSR:Quay:7699,RUT:Line:3130,130N,bus,Ruter,180.0,14,0,814.7851309010176,4.526584060561209,16.295702618020353,0.0
NSR:Quay:7699,NSR:Quay:11827,RUT:Line:3130,130N,bus,Ruter,240.0,14,0,2925.6459646254903,12.190191519272876,43.88468946938235,0.0
NSR:Quay:11827,NSR:Quay:11888,RUT:Line:3130,130N,bus,Ruter,60.0,14,0,1572.755986798988,26.212599779983133,94.36535920793928,0.0
NSR:Quay:99688,NSR:Quay:11829,RUT:Line:3140,140N,bus,Ruter,60.0,14,0,1484.5408482864748,24.742347471441246,89.07245089718849,0.0
NSR:Quay:11829,NSR:Quay:7700,RUT:Line:3140,140N,bus,Ruter,240.0,14,0,2753.446547048659,11.47269394603608,41.301698205729885,0.0
NSR:Quay:7700,NSR:Quay:7373,RUT:Line:3140,140N,bus,Ruter,120.0,14,0,639.3492253524993,5.327910211270828,19.18047676057498,0.0
NSR:Quay:7373,NSR:Quay:109118,RUT:Line:3140,140N,bus,Ruter,240.0,14,0,395.1859872608513,1.6466082802535469,5.9277898089127685,0.0
NSR:Quay:7170,NSR:Quay:11963,RUT:Line:300,300,bus,Ruter,180.0,14,229,372.6822419156634,2.070456899531463,7.453644838313267,229.0
NSR:Quay:10637,NSR:Quay:10647,RUT:Line:3075,75C,bus,Ruter,60.0,42,23,370.0111902719803,6.166853171199672,22.20067141631882,23.0
NSR:Quay:10647,NSR:Quay:10706,RUT:Line:3075,75C,bus,Ruter,60.0,42,23,194.14782019665262,3.235797003277544,11.648869211799157,23.0
NSR:Quay:10706,NSR:Quay:10704,RUT:Line:3075,75C,bus,Ruter,60.0,42,23,178.67191971179597,2.9778653285299326,10.720315182707758,23.0
NSR:Quay:10704,NSR:Quay:10699,RUT:Line:3075,75C,bus,Ruter,60.0,42,23,175.04013009518306,2.9173355015863844,10.502407805710984,23.0
NSR:Quay:10699,NSR:Quay:10696,RUT:Line:3075,75C,bus,Ruter,60.0,42,23,299.74677368708797,4.995779561451466,17.98480642122528,23.0
NSR:Quay:10696,NSR:Quay:10694,RUT:Line:3075,75C,bus,Ruter,60.0,42,23,285.0843272622427,4.751405454370712,17.105059635734563,23.0
NSR:Quay:10694,NSR:Quay:10642,RUT:Line:3075,75C,bus,Ruter,60.0,42,23,434.79742570082504,7.246623761680417,26.0878455420495,23.0
NSR:Quay:10642,NSR:Quay:10635,RUT:Line:3075,75C,bus,Ruter,60.0,42,23,127.25619885595624,2.1209366475992706,7.6353719313573745,23.0
NSR:Quay:12096,NSR:Quay:12068,RUT:Line:41,41,bus,Ruter,60.0,68,49,325.4974865102103,5.424958108503505,19.52984919061262,49.0
NSR:Quay:11960,NSR:Quay:101465,RUT:Line:390,390,bus,Ruter,120.0,6,160,398.23467958818253,3.318622329901521,11.947040387645476,160.0
NSR:Quay:10972,NSR:Quay:111211,RUT:Line:68,68,bus,Ruter,60.0,72,74,526.6762015122486,8.77793669187081,31.600572090734918,74.0
NSR:Quay:111211,NSR:Quay:11207,RUT:Line:68,68,bus,Ruter,120.0,72,74,696.8139682613587,5.806783068844656,20.90441904784076,74.0
NSR:Quay:11207,NSR:Quay:11131,RUT:Line:68,68,bus,Ruter,120.0,72,74,793.6549247413706,6.613791039511422,23.80964774224112,74.0
NSR:Quay:10301,NSR:Quay:10403,RUT:Line:3115,115E,bus,Ruter,120.0,28,36,1804.7751387548099,15.039792822956748,54.1432541626443,36.0
NSR:Quay:10403,NSR:Quay:11231,RUT:Line:3115,115E,bus,Ruter,180.0,28,36,2903.9491917437113,16.13305106524284,58.07898383487422,36.0
NSR:Quay:11231,NSR:Quay:11213,RUT:Line:3115,115E,bus,Ruter,60.0,28,36,297.1018072184403,4.951696786974005,17.82610843310642,36.0
NSR:Quay:11213,NSR:Quay:11131,RUT:Line:3115,115E,bus,Ruter,60.0,28,36,841.2693759081416,14.021156265135692,50.476162554488496,36.0
NSR:Quay:102319,NSR:Quay:8209,RUT:Line:3912,12N,bus,Ruter,60.0,25,3,273.83579630632,4.563929938438666,16.430147778379197,3.0
NSR:Quay:8209,NSR:Quay:8182,RUT:Line:3912,12N,bus,Ruter,60.0,25,3,414.46285645964736,6.907714274327456,24.86777138757884,3.0
NSR:Quay:8182,NSR:Quay:104042,RUT:Line:3912,12N,bus,Ruter,60.0,25,3,325.79993192742967,5.429998865457161,19.54799591564578,3.0
NSR:Quay:104042,NSR:Quay:104038,RUT:Line:3912,12N,bus,Ruter,60.0,25,3,325.0461731005464,5.4174362183424405,19.502770386032786,3.0
NSR:Quay:104038,NSR:Quay:104037,RUT:Line:3912,12N,bus,Ruter,60.0,25,3,256.9343833624309,4.282239722707181,15.41606300174585,3.0
NSR:Quay:104037,NSR:Quay:104032,RUT:Line:3912,12N,bus,Ruter,60.0,25,3,229.45049662730034,3.8241749437883388,13.76702979763802,3.0
NSR:Quay:104032,NSR:Quay:104031,RUT:Line:3912,12N,bus,Ruter,120.0,25,3,289.43681854407555,2.411973487867296,8.683104556322267,3.0
NSR:Quay:104031,NSR:Quay:7349,RUT:Line:3912,12N,bus,Ruter,180.0,25,3,761.0027148451302,4.227792860250723,15.220054296902603,3.0
NSR:Quay:7349,NSR:Quay:7311,RUT:Line:3912,12N,bus,Ruter,120.0,25,3,423.6936453014947,3.530780377512456,12.710809359044841,3.0
NSR:Quay:7311,NSR:Quay:7230,RUT:Line:3912,12N,bus,Ruter,120.0,25,3,300.5454878446878,2.5045457320390647,9.016364635340633,3.0
NSR:Quay:7230,NSR:Quay:7202,RUT:Line:3912,12N,bus,Ruter,180.0,25,3,415.50379248316136,2.30835440268423,8.310075849663228,3.0
NSR:Quay:7202,NSR:Quay:105306,RUT:Line:3912,12N,bus,Ruter,120.0,25,3,272.61576710552634,2.2717980592127196,8.17847301316579,3.0
NSR:Quay:105306,NSR:Quay:106761,RUT:Line:3912,12N,bus,Ruter,120.0,25,3,515.3657771895982,4.2947148099133186,15.460973315687948,3.0
NSR:Quay:106761,NSR:Quay:101670,RUT:Line:3912,12N,bus,Ruter,120.0,25,3,316.1894242559515,2.634911868799596,9.485682727678546,3.0
NSR:Quay:101670,NSR:Quay:101742,RUT:Line:3912,12N,bus,Ruter,120.0,25,3,467.31410019300785,3.8942841682750653,14.019423005790236,3.0
NSR:Quay:101742,NSR:Quay:11839,RUT:Line:3912,12N,bus,Ruter,60.0,25,3,331.97344908962623,5.532890818160437,19.918406945377576,3.0
NSR:Quay:11839,NSR:Quay:104021,RUT:Line:3912,12N,bus,Ruter,120.0,25,3,399.98998061287045,3.333249838440587,11.999699418386113,3.0
NSR:Quay:104021,NSR:Quay:104018,RUT:Line:3912,12N,bus,Ruter,120.0,25,3,547.6251976155661,4.563543313463051,16.428755928466984,3.0
NSR:Quay:104018,NSR:Quay:11758,RUT:Line:3912,12N,bus,Ruter,60.0,25,3,571.8596093790879,9.530993489651467,34.31157656274528,3.0
NSR:Quay:11758,NSR:Quay:104016,RUT:Line:3912,12N,bus,Ruter,120.0,25,3,450.64474021231075,3.7553728351025897,13.519342206369323,3.0
NSR:Quay:104016,NSR:Quay:104047,RUT:Line:3912,12N,bus,Ruter,60.0,25,3,390.90069111270117,6.51501151854502,23.45404146676207,3.0
NSR:Quay:104047,NSR:Quay:104014,RUT:Line:3912,12N,bus,Ruter,120.0,25,3,522.5295567869896,4.354412973224913,15.675886703609688,3.0
NSR:Quay:104014,NSR:Quay:104012,RUT:Line:3912,12N,bus,Ruter,60.0,25,3,445.87973462227995,7.431328910371333,26.7527840773368,3.0
NSR:Quay:104012,NSR:Quay:104010,RUT:Line:3912,12N,bus,Ruter,60.0,25,3,359.91649245828523,5.998608207638087,21.594989547497114,3.0
NSR:Quay:104010,NSR:Quay:104006,RUT:Line:3912,12N,bus,Ruter,60.0,25,3,409.494251014876,6.824904183581267,24.56965506089256,3.0
NSR:Quay:104006,NSR:Quay:104008,RUT:Line:3912,12N,bus,Ruter,120.0,25,3,434.76103383545933,3.6230086152954946,13.042831015063781,3.0
NSR:Quay:104008,NSR:Quay:11252,RUT:Line:3912,12N,bus,Ruter,60.0,25,3,369.4354177866863,6.157256963111438,22.16612506720118,3.0
NSR:Quay:11252,NSR:Quay:11239,RUT:Line:3912,12N,bus,Ruter,60.0,25,3,277.652817265879,4.627546954431316,16.659169035952736,3.0
NSR:Quay:10442,NSR:Quay:10428,RUT:Line:71,71,bus,Ruter,60.0,9,180,235.52683298963322,3.925447216493887,14.131609979377993,180.0
NSR:Quay:10428,NSR:Quay:10481,RUT:Line:71,71,bus,Ruter,120.0,9,180,381.39100813788883,3.1782584011490735,11.441730244136664,180.0
NSR:Quay:10481,NSR:Quay:10472,RUT:Line:71,71,bus,Ruter,60.0,9,180,43.95789608755063,0.7326316014591772,2.637473765253038,180.0
NSR:Quay:10472,NSR:Quay:10826,RUT:Line:71,71,bus,Ruter,540.0,9,180,5489.8839835127965,10.166451821319994,36.59922655675198,180.0
NSR:Quay:10826,NSR:Quay:12109,RUT:Line:71,71,bus,Ruter,180.0,9,180,1705.1523402117903,9.473068556732168,34.1030468042358,180.0
NSR:Quay:12109,NSR:Quay:104409,RUT:Line:71,71,bus,Ruter,120.0,9,180,823.6733468380831,6.863944556984026,24.710200405142494,180.0
NSR:Quay:104409,NSR:Quay:7170,RUT:Line:71,71,bus,Ruter,120.0,9,180,452.0581412963368,3.7671511774694735,13.561744238890105,180.0
NSR:Quay:7170,NSR:Quay:7224,RUT:Line:71,71,bus,Ruter,120.0,9,180,449.55195228475674,3.7462662690396393,13.486558568542701,180.0
NSR:Quay:12468,NSR:Quay:12465,RUT:Line:3981,81N,bus,Ruter,60.0,12,0,375.91147537686,6.265191256281,22.5546885226116,0.0
NSR:Quay:12465,NSR:Quay:12463,RUT:Line:3981,81N,bus,Ruter,120.0,12,0,574.2815254538649,4.785679378782207,17.228445763615948,0.0
NSR:Quay:12463,NSR:Quay:12417,RUT:Line:3981,81N,bus,Ruter,60.0,12,0,327.0071463939655,5.450119106566092,19.62042878363793,0.0
NSR:Quay:12417,NSR:Quay:12416,RUT:Line:3981,81N,bus,Ruter,60.0,12,0,308.11077356202344,5.1351795593670575,18.486646413721406,0.0
NSR:Quay:12416,NSR:Quay:12403,RUT:Line:3981,81N,bus,Ruter,180.0,12,0,750.9921483188028,4.172178601771127,15.019842966376057,0.0
NSR:Quay:12403,NSR:Quay:12420,RUT:Line:3981,81N,bus,Ruter,60.0,12,0,302.9075745293131,5.048459575488551,18.174454471758786,0.0
NSR:Quay:12420,NSR:Quay:12382,RUT:Line:3981,81N,bus,Ruter,60.0,12,0,351.69181998399904,5.861530333066651,21.101509199039942,0.0
NSR:Quay:12382,NSR:Quay:12379,RUT:Line:3981,81N,bus,Ruter,60.0,12,0,522.2177855656444,8.703629759427406,31.333067133938663,0.0
NSR:Quay:12379,NSR:Quay:12315,RUT:Line:3981,81N,bus,Ruter,60.0,12,0,615.9775208826487,10.266292014710812,36.95865125295892,0.0
NSR:Quay:12315,NSR:Quay:12299,RUT:Line:3981,81N,bus,Ruter,120.0,12,0,593.1374947480454,4.942812456233711,17.79412484244136,0.0
NSR:Quay:12299,NSR:Quay:12296,RUT:Line:3981,81N,bus,Ruter,60.0,12,0,685.0445026083163,11.417408376805271,41.10267015649898,0.0
NSR:Quay:12296,NSR:Quay:12207,RUT:Line:3981,81N,bus,Ruter,60.0,12,0,845.6692616147523,14.094487693579204,50.74015569688513,0.0
NSR:Quay:12207,NSR:Quay:12204,RUT:Line:3981,81N,bus,Ruter,60.0,12,0,893.3433356714496,14.88905559452416,53.60060014028698,0.0
NSR:Quay:12204,NSR:Quay:12197,RUT:Line:3981,81N,bus,Ruter,60.0,12,0,483.0627267864315,8.051045446440524,28.983763607185885,0.0
NSR:Quay:12197,NSR:Quay:12148,RUT:Line:3981,81N,bus,Ruter,120.0,12,0,1240.1506008051474,10.334588340042895,37.204518024154424,0.0
NSR:Quay:12148,NSR:Quay:7170,RUT:Line:3981,81N,bus,Ruter,240.0,12,0,1535.7068755446965,6.398778648102902,23.035603133170447,0.0
NSR:Quay:7170,NSR:Quay:7159,RUT:Line:3981,81N,bus,Ruter,120.0,12,0,512.6075941604067,4.271729951336723,15.378227824812203,0.0
NSR:Quay:7159,NSR:Quay:101778,RUT:Line:3981,81N,bus,Ruter,60.0,12,0,184.04563788586026,3.067427298097671,11.042738273151615,0.0
NSR:Quay:101778,NSR:Quay:101777,RUT:Line:3981,81N,bus,Ruter,120.0,12,0,398.0315966660572,3.3169299722171437,11.940947899981717,0.0
NSR:Quay:101777,NSR:Quay:7350,RUT:Line:3981,81N,bus,Ruter,120.0,12,0,451.9886747995129,3.766572289995941,13.559660243985387,0.0
NSR:Quay:12312,NSR:Quay:12306,RUT:Line:3500,500N,bus,Ruter,60.0,22,6,826.1842632710149,13.769737721183581,49.57105579626089,6.0
NSR:Quay:12306,NSR:Quay:12305,RUT:Line:3500,500N,bus,Ruter,60.0,22,6,293.078312417793,4.8846385402965495,17.58469874506758,6.0
NSR:Quay:12305,NSR:Quay:12302,RUT:Line:3500,500N,bus,Ruter,60.0,22,6,562.3222324960487,9.372037208267479,33.73933394976292,6.0
NSR:Quay:12302,NSR:Quay:12299,RUT:Line:3500,500N,bus,Ruter,60.0,22,6,538.1245837518235,8.968743062530391,32.28747502510941,6.0
NSR:Quay:12299,NSR:Quay:12296,RUT:Line:3500,500N,bus,Ruter,60.0,22,6,685.0445026083163,11.417408376805271,41.10267015649898,6.0
NSR:Quay:12296,NSR:Quay:12207,RUT:Line:3500,500N,bus,Ruter,60.0,22,6,845.6692616147523,14.094487693579204,50.74015569688513,6.0
NSR:Quay:12207,NSR:Quay:12204,RUT:Line:3500,500N,bus,Ruter,60.0,22,6,893.3433356714496,14.88905559452416,53.60060014028698,6.0
NSR:Quay:12204,NSR:Quay:12197,RUT:Line:3500,500N,bus,Ruter,60.0,22,6,483.0627267864315,8.051045446440524,28.983763607185885,6.0
NSR:Quay:12197,NSR:Quay:12148,RUT:Line:3500,500N,bus,Ruter,60.0,22,6,1240.1506008051474,20.66917668008579,74.40903604830885,6.0
NSR:Quay:12148,NSR:Quay:7170,RUT:Line:3500,500N,bus,Ruter,240.0,22,6,1535.7068755446965,6.398778648102902,23.035603133170447,6.0
NSR:Quay:7170,NSR:Quay:11971,RUT:Line:3500,500N,bus,Ruter,120.0,22,6,392.0523557164971,3.2671029643041427,11.761570671494914,6.0
NSR:Quay:11800,NSR:Quay:11804,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,457.77351986095096,7.629558664349182,27.466411191657055,0.0
NSR:Quay:11804,NSR:Quay:11810,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,259.33884350214663,4.322314058369111,15.5603306101288,0.0
NSR:Quay:11810,NSR:Quay:11814,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,218.93339082068601,3.6488898470114335,13.13600344924116,0.0
NSR:Quay:11814,NSR:Quay:11788,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,358.14131758395314,5.969021959732553,21.48847905503719,0.0
NSR:Quay:11788,NSR:Quay:11792,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,249.975976828472,4.166266280474534,14.998558609708322,0.0
NSR:Quay:11792,NSR:Quay:11797,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,140.553719568879,2.34256199281465,8.43322317413274,0.0
NSR:Quay:11797,NSR:Quay:11767,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,377.11301073223916,6.285216845537319,22.62678064393435,0.0
NSR:Quay:11767,NSR:Quay:11771,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,362.7187940257112,6.045313233761854,21.763127641542674,0.0
NSR:Quay:11771,NSR:Quay:11745,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,569.3559745632659,9.489266242721099,34.16135847379596,0.0
NSR:Quay:11745,NSR:Quay:11731,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,308.5517351390522,5.142528918984203,18.513104108343132,0.0
NSR:Quay:11731,NSR:Quay:11742,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,664.4830254448972,11.074717090748287,39.86898152669384,0.0
NSR:Quay:11742,NSR:Quay:12055,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,389.8503227650301,6.497505379417168,23.391019365901805,0.0
NSR:Quay:12055,NSR:Quay:12052,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,435.56915596258125,7.259485932709688,26.134149357754875,0.0
NSR:Quay:12052,NSR:Quay:12046,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,318.7994725309757,5.3133245421829285,19.12796835185854,0.0
NSR:Quay:12046,NSR:Quay:12041,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,336.4737544237783,5.6078959070629715,20.188425265426698,0.0
NSR:Quay:12041,NSR:Quay:11914,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,496.20121953793665,8.270020325632277,29.772073172276198,0.0
NSR:Quay:11914,NSR:Quay:11907,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,468.1073302384759,7.8017888373079325,28.08643981430856,0.0
NSR:Quay:11907,NSR:Quay:11911,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,441.3937071890894,7.356561786484823,26.483622431345363,0.0
NSR:Quay:11911,NSR:Quay:99688,RUT:Line:9842,42N,bus,Ruter,300.0,12,0,858.1010354749045,2.8603367849163486,10.297212425698856,0.0
NSR:Quay:99688,NSR:Quay:11880,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,906.0457794389854,15.100762990649757,54.36274676633913,0.0
NSR:Quay:11880,NSR:Quay:11829,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,578.6492844414597,9.644154740690995,34.71895706648758,0.0
NSR:Quay:11829,NSR:Quay:7700,RUT:Line:9842,42N,bus,Ruter,240.0,12,0,2753.446547048659,11.47269394603608,41.301698205729885,0.0
NSR:Quay:7700,NSR:Quay:7349,RUT:Line:9842,42N,bus,Ruter,180.0,12,0,727.6883598145512,4.0427131100808396,14.553767196291023,0.0
NSR:Quay:7349,NSR:Quay:7311,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,423.6936453014947,7.061560755024912,25.421618718089682,0.0
NSR:Quay:7311,NSR:Quay:7230,RUT:Line:9842,42N,bus,Ruter,60.0,12,0,300.5454878446878,5.009091464078129,18.032729270681266,0.0
NSR:Quay:7230,NSR:Quay:7202,RUT:Line:9842,42N,bus,Ruter,120.0,12,0,415.50379248316136,3.4625316040263447,12.465113774494842,0.0
NSR:Quay:99688,NSR:Quay:11880,RUT:Line:2031,31E,bus,Ruter,60.0,35,36,906.0457794389854,15.100762990649757,54.36274676633913,36.0
NSR:Quay:11880,NSR:Quay:11829,RUT:Line:2031,31E,bus,Ruter,60.0,35,36,578.6492844414597,9.644154740690995,34.71895706648758,36.0
NSR:Quay:11829,NSR:Quay:7202,RUT:Line:2031,31E,bus,Ruter,780.0,35,36,4223.27409356301,5.414453966106423,19.492034277983123,36.0
NSR:Quay:7202,NSR:Quay:101465,RUT:Line:2031,31E,bus,Ruter,240.0,35,36,648.2011150417434,2.7008379793405974,9.72301672562615,36.0
NSR:Quay:101465,NSR:Quay:101401,RUT:Line:2031,31E,bus,Ruter,240.0,35,36,993.752128579409,4.140633869080871,14.906281928691135,36.0
NSR:Quay:101401,NSR:Quay:11037,RUT:Line:2031,31E,bus,Ruter,180.0,35,36,638.7198798976939,3.5484437772094104,12.774397597953877,36.0
NSR:Quay:11037,NSR:Quay:104045,RUT:Line:2031,31E,bus,Ruter,120.0,35,36,416.77414055768014,3.4731178379806678,12.503224216730404,36.0
NSR:Quay:104045,NSR:Quay:11064,RUT:Line:2031,31E,bus,Ruter,180.0,35,36,1540.0904682135365,8.55605815674187,30.80180936427073,36.0
NSR:Quay:11064,NSR:Quay:10988,RUT:Line:2031,31E,bus,Ruter,60.0,35,36,668.2882859199735,11.138138098666225,40.09729715519841,36.0
NSR:Quay:10988,NSR:Quay:11001,RUT:Line:2031,31E,bus,Ruter,60.0,35,36,548.2606728566261,9.137677880943768,32.89564037139756,36.0
NSR:Quay:11001,NSR:Quay:10964,RUT:Line:2031,31E,bus,Ruter,60.0,35,36,615.7075420537087,10.261792367561812,36.94245252322252,36.0
NSR:Quay:10964,NSR:Quay:10950,RUT:Line:2031,31E,bus,Ruter,60.0,35,36,409.7240618816398,6.828734364693997,24.58344371289839,36.0
NSR:Quay:10950,NSR:Quay:10943,RUT:Line:2031,31E,bus,Ruter,60.0,35,36,617.3441240707443,10.289068734512405,37.04064744424466,36.0
NSR:Quay:10943,NSR:Quay:10643,RUT:Line:2031,31E,bus,Ruter,60.0,35,36,1000.3864646483775,16.673107744139624,60.02318787890265,36.0
NSR:Quay:10643,NSR:Quay:10665,RUT:Line:2031,31E,bus,Ruter,120.0,35,36,264.2158581531246,2.201798817942705,7.926475744593738,36.0
NSR:Quay:10537,NSR:Quay:10532,RUT:Line:3077,77X,bus,Ruter,60.0,24,38,396.43917314957014,6.607319552492836,23.78635038897421,38.0
NSR:Quay:10532,NSR:Quay:10528,RUT:Line:3077,77X,bus,Ruter,60.0,24,38,225.32082772385786,3.7553471287309645,13.519249663431472,38.0
NSR:Quay:10528,NSR:Quay:10523,RUT:Line:3077,77X,bus,Ruter,60.0,24,38,549.1676582599457,9.152794304332428,32.95005949559674,38.0
NSR:Quay:10523,NSR:Quay:10549,RUT:Line:3077,77X,bus,Ruter,60.0,24,38,352.5908675551051,5.8765144592517515,21.155452053306306,38.0
NSR:Quay:10549,NSR:Quay:10510,RUT:Line:3077,77X,bus,Ruter,60.0,24,38,270.85152521280605,4.514192086880101,16.251091512768365,38.0
NSR:Quay:10510,NSR:Quay:10456,RUT:Line:3077,77X,bus,Ruter,60.0,24,38,511.9158051983089,8.53193008663848,30.71494831189853,38.0
NSR:Quay:10456,NSR:Quay:10460,RUT:Line:3077,77X,bus,Ruter,60.0,24,38,749.0790758745088,12.484651264575147,44.94474455247053,38.0
NSR:Quay:10460,NSR:Quay:12405,RUT:Line:3077,77X,bus,Ruter,240.0,24,38,893.6073521023958,3.7233639670933156,13.404110281535937,38.0
NSR:Quay:10594,NSR:Quay:10601,RUT:Line:517,517,bus,Ruter,60.0,1,0,587.4465617828797,9.790776029714662,35.24679370697278,0.0
NSR:Quay:12384,NSR:Quay:12385,RUT:Line:4073,73X,bus,Ruter,60.0,22,52,152.34398481847037,2.539066413641173,9.140639089108223,52.0
NSR:Quay:12385,NSR:Quay:12390,RUT:Line:4073,73X,bus,Ruter,60.0,22,52,563.5164451186582,9.391940751977637,33.8109867071195,52.0
NSR:Quay:12390,NSR:Quay:10431,RUT:Line:4073,73X,bus,Ruter,120.0,22,52,337.19901950146675,2.8099918291788897,10.115970585044003,52.0
NSR:Quay:10431,NSR:Quay:10483,RUT:Line:4073,73X,bus,Ruter,60.0,21,52,238.18411912739637,3.9697353187899393,14.291047147643782,52.0
NSR:Quay:10483,NSR:Quay:10487,RUT:Line:4073,73X,bus,Ruter,120.0,21,52,517.0223972047157,4.3085199767059645,15.510671916141472,52.0
NSR:Quay:10487,NSR:Quay:10491,RUT:Line:4073,73X,bus,Ruter,60.0,21,52,90.3756317714374,1.5062605295239566,5.4225379062862435,52.0
NSR:Quay:10491,NSR:Quay:10497,RUT:Line:4073,73X,bus,Ruter,60.0,21,52,193.81397310915938,3.2302328851526565,11.628838386549564,52.0
NSR:Quay:10497,NSR:Quay:10502,RUT:Line:4073,73X,bus,Ruter,60.0,21,52,297.38104229776286,4.9563507049627145,17.842862537865773,52.0
NSR:Quay:10502,NSR:Quay:12402,RUT:Line:4073,73X,bus,Ruter,240.0,21,52,410.9285968026722,1.7122024866778007,6.163928952040083,52.0
NSR:Quay:10514,NSR:Quay:10518,RUT:Line:3905,5N,bus,Ruter,60.0,18,2,439.73997711516745,7.328999618586124,26.38439862691005,2.0
NSR:Quay:10518,NSR:Quay:10522,RUT:Line:3905,5N,bus,Ruter,60.0,18,2,341.57051176505973,5.692841862750996,20.494230705903586,2.0
NSR:Quay:10522,NSR:Quay:10492,RUT:Line:3905,5N,bus,Ruter,120.0,18,2,612.601342536937,5.105011187807808,18.37804027610811,2.0
NSR:Quay:10492,NSR:Quay:10565,RUT:Line:3905,5N,bus,Ruter,60.0,18,2,798.5950825375111,13.309918042291851,47.915704952250664,2.0
NSR:Quay:10565,NSR:Quay:10562,RUT:Line:3905,5N,bus,Ruter,60.0,18,2,508.6707237884361,8.477845396473935,30.520243427306166,2.0
NSR:Quay:10562,NSR:Quay:10550,RUT:Line:3905,5N,bus,Ruter,60.0,18,2,820.9148873050664,13.681914788417773,49.254893238303985,2.0
NSR:Quay:10550,NSR:Quay:110987,RUT:Line:3905,5N,bus,Ruter,120.0,16,2,750.4253531947292,6.2535446099560765,22.512760595841875,2.0
NSR:Quay:110987,NSR:Quay:98643,RUT:Line:3905,5N,bus,Ruter,60.0,16,2,774.177313610763,12.90295522684605,46.45063881664578,2.0
NSR:Quay:98643,NSR:Quay:10775,RUT:Line:3905,5N,bus,Ruter,60.0,18,2,536.1639045554623,8.936065075924372,32.16983427332774,2.0
NSR:Quay:10775,NSR:Quay:10933,RUT:Line:3905,5N,bus,Ruter,120.0,18,2,1006.2211119878193,8.385175933231828,30.18663335963458,2.0
NSR:Quay:10933,NSR:Quay:10926,RUT:Line:3905,5N,bus,Ruter,60.0,18,2,916.9904831450797,15.283174719084661,55.01942898870478,2.0
NSR:Quay:10926,NSR:Quay:10931,RUT:Line:3905,5N,bus,Ruter,60.0,18,2,298.595021182908,4.9765836863818,17.91570127097448,2.0
NSR:Quay:10931,NSR:Quay:10866,RUT:Line:3905,5N,bus,Ruter,60.0,18,2,744.7708400417289,12.412847334028815,44.68625040250373,2.0
NSR:Quay:10866,NSR:Quay:10832,RUT:Line:3905,5N,bus,Ruter,180.0,18,2,1008.1753770283585,5.600974316824214,20.16350754056717,2.0
NSR:Quay:10832,NSR:Quay:11079,RUT:Line:3905,5N,bus,Ruter,180.0,18,2,804.6755376101258,4.470419653389588,16.09351075220252,2.0
NSR:Quay:11079,NSR:Quay:11069,RUT:Line:3905,5N,bus,Ruter,60.0,18,2,240.76510076079197,4.0127516793465325,14.445906045647517,2.0
NSR:Quay:11069,NSR:Quay:11116,RUT:Line:3905,5N,bus,Ruter,60.0,18,2,384.47110153703056,6.407851692283843,23.068266092221833,2.0
NSR:Quay:11116,NSR:Quay:11110,RUT:Line:3905,5N,bus,Ruter,120.0,18,2,647.3555013336097,5.3946291777800806,19.42066504000829,2.0
NSR:Quay:11110,NSR:Quay:11912,RUT:Line:3905,5N,bus,Ruter,120.0,18,2,775.5556876204175,6.462964063503479,23.266670628612527,2.0
NSR:Quay:11912,NSR:Quay:11951,RUT:Line:3905,5N,bus,Ruter,120.0,18,2,240.44188348081843,2.0036823623401534,7.213256504424552,2.0
NSR:Quay:11951,NSR:Quay:11943,RUT:Line:3905,5N,bus,Ruter,60.0,18,2,326.4429401436652,5.440715669061087,19.586576408619916,2.0
NSR:Quay:11943,NSR:Quay:104028,RUT:Line:3905,5N,bus,Ruter,120.0,18,2,333.05513706050436,2.7754594755042032,9.991654111815132,2.0
NSR:Quay:104028,NSR:Quay:7203,RUT:Line:3905,5N,bus,Ruter,120.0,18,2,564.9877904981068,4.7082315874842235,16.949633714943204,2.0
NSR:Quay:7203,NSR:Quay:7169,RUT:Line:3919,19N,bus,Ruter,120.0,15,5,554.5521623043558,4.621268019202964,16.636564869130673,5.0
