lineId,lineCode,authority,num_edges,total_travel_time_sec,avg_edge_time_sec,total_distance_m,avg_edge_distance_m,trips_per_day,commercial_speed_m_s,commercial_speed_km_h,vehicle_km_per_day,passengers_est_per_day,capacity_per_day,load_factor,speed_score,capacity_score,route_score
RUT:Line:76,76,Ruter,50,3780.0,75.6,23001.445541226956,460.02891082453914,199.0,6.085038502970094,21.906138610692338,4577.287662704164,8792.083510166754,8955.0,0.981807203815383,0.2332257447109362,0.9079940631669483,0.5706099039389423
RUT:Line:77,77,Ruter,27,2400.0,88.88888888888889,13674.407625797343,506.4595416961979,141.0,5.697669844082227,20.511611438696015,1928.0914752374254,3703.4904761727853,6345.0,0.5836864422652144,0.20364618517959154,0.6743431504000008,0.4389946677897962
RUT:Line:78,78A,Ruter,22,1860.0,84.54545454545455,8877.845557822855,403.5384344464934,30.0,4.77303524614132,17.182926886108753,266.33536673468564,511.578681218137,1350.0,0.37894717127269406,0.13304087546492221,0.2914967315300226,0.2122688034974724
RUT:Line:79,79,Ruter,113,8700.0,76.99115044247787,46159.42424882133,408.4904800780648,200.0,5.305680948140383,19.10045141330538,9231.884849764267,17732.66365073037,9000.0,1.9702959611922632,0.17371382328839832,0.0009372388038813846,0.08732553104613985
RUT:Line:80,80E,Ruter,20,3420.0,171.0,23073.940905020758,1153.697045251038,66.0,6.746766346497298,24.28835884739027,1522.8800997313701,2925.1578662852,2970.0,0.9849016384798652,0.283755434431723,0.9038403741314949,0.593797904281609
RUT:Line:81,81,Ruter,49,5040.0,102.85714285714286,34976.358592911696,713.8032365900347,239.0,6.939753689069781,24.983113280651214,8359.349703705895,16056.692544040374,10755.0,1.4929514220400162,0.29849199212022526,0.10060112490078521,0.19954655851050523
RUT:Line:83,83,Ruter,22,2040.0,92.72727272727273,16707.17101637642,759.4168643807462,117.0,8.18978971391001,29.483242970076034,1954.7390089160408,3754.675229831889,5265.0,0.7131386951247652,0.39394502933609965,0.9011701402549315,0.6475575847955155
RUT:Line:84,84E,Ruter,2,300.0,150.0,909.2266699306067,454.61333496530335,20.0,3.0307555664353556,10.91072003916728,18.184533398612135,34.92896842309463,900.0,0.03880996491454959,0.0,0.02584293085146866,0.01292146542573433
RUT:Line:85,85,Ruter,24,2460.0,102.5,12518.445196441618,521.6018831850674,88.0,5.088798860342122,18.31967589723164,1101.6231772868623,2116.0048668908225,3960.0,0.5343446633562683,0.15715265738063183,0.5749075324908807,0.3660300949357562
RUT:Line:87,87,Ruter,15,1080.0,72.0,5465.929711512131,364.3953141008087,85.0,5.0610460291778985,18.219765705040434,464.6040254785311,892.4143930149353,3825.0,0.23331095242220531,0.15503344483529488,0.12089804710641441,0.13796574597085465
RUT:Line:9074,74X,Ruter,10,960.0,96.0,4500.313287555272,450.03132875552717,1.0,4.687826341203408,16.87617482833227,4.500313287555272,8.644230636517092,45.0,0.19209401414482427,0.1265343039641513,0.09029544554168047,0.10841487475291589
RUT:Line:91,91,Ruter,16,1140.0,71.25,6748.710118026867,421.7943823766792,0.0,5.919921156163919,21.31171616219011,0.0,0.0,0.0,,0.22061734628362634,,
RUT:Line:9742,42X,Ruter,17,1440.0,84.70588235294117,7327.505720865964,431.02974828623314,0.0,5.088545639490253,18.31876430216491,0.0,0.0,0.0,,0.15713332137837513,,
RUT:Line:9842,42N,Ruter,52,4260.0,81.92307692307692,27762.505055128164,533.8943279832339,0.0,6.517019965992526,23.461271877573097,0.0,0.0,0.0,,0.2662119481859268,,
UNI:Line:UE1,FB10,Unibuss,67,4500.0,67.16417910447761,33455.98120926151,499.3430031233061,47.0,7.4346624909470025,26.76478496740921,1572.4311168352908,3020.3357778552136,2115.0,1.4280547413027014,0.33628334160560364,0.1562381552434907,0.24626074842454715
UNI:Line:UE2,FB25,Unibuss,3,1320.0,440.0,14185.385176038599,4728.461725346199,16.0,10.746503921241363,38.68741411646891,226.96616281661758,435.9580617415039,720.0,0.605497307974311,0.5891763119016937,0.7174013634251886,0.6532888376634411
VYX:Line:56,FB11,Vy Buss,2,120.0,60.0,1086.0779632182162,543.0389816091081,44.0,9.050649693485134,32.58233889654648,47.78743038160152,91.79040287870048,1980.0,0.04635878933267701,0.4596804945828264,0.027653705916635105,0.24366710024973076
