id,stopPlaceId,name,lat,lon,modes,stopType
NSR:Quay:30110,NSR:Quay:30110,Smithestrøm,59.738649,10.182222,bus,bus
NSR:Quay:30114,NSR:Quay:30114,Sundland,59.73899,10.17709,bus,bus
NSR:Quay:30106,NSR:Quay:30106,Gulskogen skole,59.740356,10.16862,bus,bus
NSR:Quay:30096,NSR:Quay:30096,Gulskogen senter,59.74172,10.15932,bus,bus
NSR:Quay:30099,NSR:Quay:30099,Rødgata,59.741505,10.153615,bus,bus
NSR:Quay:30101,NSR:Quay:30101,Bjørkelia,59.74052,10.160799,bus,bus
NSR:Quay:30104,NSR:Quay:30104,Gulskogen skole,59.73999,10.17048,bus,bus
NSR:Quay:30113,NSR:Quay:30113,Sundland,59.738766,10.177906,bus,bus
NSR:Quay:30109,NSR:Quay:30109,Smithestrøm,59.73854,10.184119,bus,bus
NSR:Quay:29686,NSR:Quay:29686,Konnerudgata 41,59.73815,10.19125,bus,bus
NSR:Quay:29679,NSR:Quay:29679,Museumsparken,59.739041,10.197882,bus,bus
NSR:Quay:29306,NSR:Quay:29306,Drammen busstasjon,59.74009,10.201744,bus,bus
NSR:Quay:29314,NSR:Quay:29314,Bragernes torg,59.74396,10.20242,bus,bus
NSR:Quay:30253,NSR:Quay:30253,Konggata,59.749569,10.197276,bus,bus
NSR:Quay:30255,NSR:Quay:30255,Wildhagens vei,59.750471,10.188926,bus,bus
NSR:Quay:30257,NSR:Quay:30257,Rebbansbakken,59.750553,10.184863,bus,bus
NSR:Quay:30259,NSR:Quay:30259,Granbakken,59.75216,10.179552,bus,bus
NSR:Quay:30260,NSR:Quay:30260,Sokkaveien,59.752873,10.17548,bus,bus
NSR:Quay:30262,NSR:Quay:30262,Ørentajet,59.75338,10.17256,bus,bus
NSR:Quay:30264,NSR:Quay:30264,Jonas Lies vei 4,59.75428,10.17066,bus,bus
NSR:Quay:30266,NSR:Quay:30266,Jonas Lies vei 54,59.755561,10.16454,bus,bus
